NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,city
Prince Honey Restaurant,600,"North Indian,Mughlai,Chinese,Continental",Dehradun,Dharampur,https://www.zomato.com/dehradun/prince-honey-restaurant-1-dharampur/info,32,Casual Dining,10am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
China Hut,300,Chinese,Dehradun,Karanpur,https://www.zomato.com/dehradun/china-hut-karanpur/info,33,Quick Bites,11am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Shri Balaji Sweet Shop & Restaurant,0,"South Indian,Fast Food",Dehradun,Kaonli,https://www.zomato.com/dehradun/shri-balaji-sweet-shop-restaurant-kaonli/info,33,Quick Bites,8am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Aahaar Restaurant,550,Chinese,Dehradun,Race Course,https://www.zomato.com/dehradun/aahaar-restaurant-race-course/info,33,Casual Dining,9am to 8pm(Mon-Sun),Not rated,-,-,Dehradun
Lhasa Tibet Kitchen,500,"Chinese,Tibetan",Dehradun,Chironwali,https://www.zomato.com/dehradun/lhasa-tibet-kitchen-chironwali/info,33,Casual Dining,9am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Pearl Bakery,250,"Bakery,Desserts",Dehradun,Race Course,https://www.zomato.com/dehradun/pearl-bakery-race-course/info,33,Bakery,10am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Ave The Great - Family Restaurant,400,North Indian,Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/ave-the-great-family-restaurant-garhi-cantt/info,33,Quick Bites,(Mon-Sun),,NEW,NEW,Dehradun
Thikana Cafe & Lounge,450,Cafe,Dehradun,Jakhan,https://www.zomato.com/dehradun/thikana-cafe-lounge-jakhan/info,33,Café,11am to 930pm(Mon-Sun),Not rated,-,-,Dehradun
Rodeo Cafe & Restaurant,800,"North Indian,Mughlai,Cafe",Dehradun,Rajpur,https://www.zomato.com/dehradun/rodeo-cafe-restaurant-rajpur/info,33,Casual Dining,730am to 1030pm(Mon-Sun),Not rated,-,-,Dehradun
Sangwan Restaurant,500,"Chinese,North Indian",Dehradun,Malsi,https://www.zomato.com/dehradun/sangwan-restaurant-malsi/info,33,Quick Bites,7am to 9pm(Mon-Sun),Not rated,-,-,Dehradun
Doon Kathi Food Hub,300,North Indian,Dehradun,Jakhan,https://www.zomato.com/dehradun/doon-kathi-food-hub-jakhan/info,33,Quick Bites,12noon to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Hunger Tiffin Service,200,"North Indian,Mughlai",Dehradun,Morowala,https://www.zomato.com/dehradun/hunger-tiffin-service-morowala/info,33,none,8am to 9pm(Mon-Sun),Not rated,-,-,Dehradun
Giani,300,"Ice Cream,Desserts",Dehradun,Jakhan,https://www.zomato.com/dehradun/giani-1-jakhan/info,33,Dessert Parlor,11am to 1030pm(Mon-Sun),,NEW,NEW,Dehradun
Papa Rich- Restaurant & Cafe,200,North Indian,Dehradun,Prem Nagar,https://www.zomato.com/dehradun/papa-rich-restaurant-cafe-prem-nagar/info,33,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Anand Restaurant,200,"North Indian,Fast Food",Dehradun,Indraprastha,https://www.zomato.com/dehradun/anand-restaurant-indraprastha/info,33,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
The MJ Cafe,500,"North Indian,Chinese",Dehradun,Dharampur,https://www.zomato.com/dehradun/the-mj-cafe-dharampur/info,33,Casual Dining,11am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Yummy 2 Tummy,400,"North Indian,Chinese",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/yummy-2-tummy-subhash-nagar/info,34,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Al Shashi Darbar,300,North Indian,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/al-shashi-darbar-subhash-nagar/info,34,Quick Bites,12noon to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Downtown Fast Food Restaurant,400,"Chinese,Momos",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/downtown-fast-food-restaurant-garhi-cantt/info,34,Quick Bites,12noon to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Oudhiyana : Lucknow'S Finest Mughlai Food,300,"North Indian,Mughlai",Dehradun,Rajpur,https://www.zomato.com/dehradun/oudhiyana-lucknows-finest-mughlai-food-rajpur/info,34,Quick Bites,12noon to 1030pm(Mon-Sun),,NEW,NEW,Dehradun
Kake Ka Hotel,500,North Indian,Dehradun,Khurbura,https://www.zomato.com/dehradun/kake-ka-hotel-khurbura/info,34,none,(Mon-Sun),,NEW,NEW,Dehradun
Siddhant Fast Food,150,"Fast Food,Chinese",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/siddhant-fast-food-subhash-nagar/info,34,Quick Bites,9am to 9pm(Mon-Sun),Not rated,-,-,Dehradun
Adarsh confectioners,200,"Fast Food,Bakery",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/adarsh-confectioners-garhi-cantt/info,34,Confectionery,9am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Bisht Restaurant,200,Fast Food,Dehradun,Balliwala,https://www.zomato.com/dehradun/bisht-restaurant-balliwala/info,34,Quick Bites,8am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Pauna Restaurant,300,"North Indian,Chinese,Street Food,Fast Food",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/pauna-restaurant-garhi-cantt/info,34,Quick Bites,11am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Gauri  Restaurant,300,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/gauri-restaurant-1-race-course/info,34,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Babla Restaurant,400,North Indian,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/babla-restaurant-subhash-nagar/info,34,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Utsav,400,"North Indian,Chinese,Italian",Dehradun,Race Course,https://www.zomato.com/dehradun/utsav-race-course/info,34,Casual Dining,7am to 10pm(Mon-Sun),Not rated,-,-,Dehradun
Dietofix Meal,0,Healthy Food,Dehradun,Race Course,https://www.zomato.com/dehradun/dietofix-meal-race-course/info,34,Quick Bites,8am to 945pm(Mon-Sun),,NEW,NEW,Dehradun
Annapurna Andhra Mess,200,"South Indian,North Indian",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/annapurna-andhra-mess-subhash-nagar/info,34,Mess,10am to 830pm(Mon-Sun),,NEW,NEW,Dehradun
Hill Queen Restro Bar Cafe,800,"Cafe,North Indian",Dehradun,Karanpur,https://www.zomato.com/dehradun/hill-queen-restro-bar-cafe-karanpur/info,34,Café,11am to 11pm(Mon-Sun),Good,3.7,61,Dehradun
The Old Monkeys Cafe,600,"American,Cafe,Italian",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/the-old-monkeys-cafe-subhash-nagar/info,35,Casual Dining,"1030am to 10am(Mon-Fri),24",Average,3.4,56,Dehradun
The Cake Room,250,"Desserts,Bakery",Dehradun,Prem Nagar,https://www.zomato.com/dehradun/the-cake-room-prem-nagar/info,35,Bakery,10am to 12midnight(Mon-Sun),Good,3.6,44,Dehradun
The Taco Bahl Restaurant,250,"North Indian,Chinese",Dehradun,Kaonli,https://www.zomato.com/dehradun/the-taco-bahl-restaurant-4-kaonli/info,35,Quick Bites,9am to 11pm(Mon-Sun),Good,3.7,55,Dehradun
Aman Vegetarian,300,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/aman-vegetarian-race-course/info,35,Casual Dining,9am to 11pm(Mon-Sun),Average,3.1,55,Dehradun
Baskin Robbins,300,Ice Cream,Dehradun,Karanpur,https://www.zomato.com/dehradun/baskin-robbins-karanpur/info,35,Dessert Parlor,1030am to 1130pm(Mon-Sun),Good,3.8,34,Dehradun
Hangout Restaurant,250,"North Indian,Chinese",Dehradun,Majra,https://www.zomato.com/dehradun/hangout-restaurant-2-majra/info,35,Quick Bites,"12midnight to 1am,9am to 12midnight...",Average,3.4,45,Dehradun
The Pepper Corn Restaurant,250,North Indian,Dehradun,Dharampur,https://www.zomato.com/dehradun/the-pepper-corn-restaurant-dharampur/info,35,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Table 99,500,"North Indian,Chinese,Continental",Dehradun,Chironwali,https://www.zomato.com/dehradun/table-99-chironwali/info,35,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,52,Dehradun
Mirchillies,600,"North Indian,Chinese,Mughlai",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/mirchillies-subhash-nagar/info,35,Casual Dining,"11am to 11pm(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Good,3.7,48,Dehradun
Dehra Darbar Restaurant,500,"North Indian,Biryani",Dehradun,Dharampur,https://www.zomato.com/dehradun/dehra-darbar-restaurant-dharampur/info,35,Casual Dining,12noon to 1045pm(Mon-Sun),Good,3.5,39,Dehradun
The Cosmopolitan,900,"North Indian,Chinese",Dehradun,Karanpur,https://www.zomato.com/dehradun/the-cosmopolitan-karanpur/info,35,Casual Dining,9am to 11pm(Mon-Sun),Good,3.8,71,Dehradun
Patiala Lassi Bar,200,"Fast Food,Beverages",Dehradun,Jakhan,https://www.zomato.com/dehradun/patiala-lassi-bar-jakhan/info,35,Beverage Shop,9am to 11pm(Mon-Sun),Good,3.9,50,Dehradun
Yo Tibet,300,"Tibetan,Continental,Beverages",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/yo-tibet-garhi-cantt/info,35,Quick Bites,1pm to 11pm(Mon-Sun),Good,3.7,32,Dehradun
Sagar Ratna,500,South Indian,Dehradun,Jakhan,https://www.zomato.com/dehradun/sagar-ratna-jakhan/info,35,Casual Dining,10am to 11pm(Mon-Sun),Good,3.7,55,Dehradun
Uncle Chicken,350,"North Indian,Chinese",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/uncle-chicken-1-chukkuwala/info,35,none,"11am to 11pm(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Good,3.6,44,Dehradun
Barbeque Planet,1000,"North Indian,Chinese,Coffee and Tea,Fast Food,Indian,Italian,Sandwich,Street Food",Dehradun,Balliwala,https://www.zomato.com/dehradun/barbeque-planet-balliwala/info,36,none,12noon to 11pm(Mon-Sun),Average,2.7,63,Dehradun
Bistro David,500,Fast Food,Dehradun,Prem Nagar,https://www.zomato.com/dehradun/bistro-david-2-prem-nagar/info,36,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.1,44,Dehradun
Gagar Restaurant,200,"North Indian,Chinese",Dehradun,Morowala,https://www.zomato.com/dehradun/gagar-restaurant-morowala/info,36,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,22,Dehradun
Café Monroe,800,Cafe,Dehradun,Chironwali,https://www.zomato.com/dehradun/café-monroe-chironwali/info,36,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,48,Dehradun
Opal Lounge,1600,"North Indian,Continental,Chinese",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/opal-lounge-chukkuwala/info,36,Casual Dining,11am to 11pm(Mon-Sun),Good,3.8,75,Dehradun
Giani's Ice Cream,150,"Ice Cream,Desserts",Dehradun,Race Course,https://www.zomato.com/dehradun/gianis-ice-cream-race-course/info,36,Dessert Parlor,11am to 1130pm(Mon-Sun),Good,3.7,40,Dehradun
7 Eleven,500,"Indian,Chinese",Dehradun,Kaonli,https://www.zomato.com/dehradun/7-eleven-kaonli/info,36,Quick Bites,9am to 12midnight(Mon-Sun),Good,3.9,23,Dehradun
The Black Pearl Lounge and Restro,800,"Chinese,North Indian",Dehradun,Rajpur,https://www.zomato.com/dehradun/the-black-pearl-lounge-and-restro-rajpur/info,36,Casual Dining,11am to 11pm(Mon-Sun),Average,2.5,56,Dehradun
K.K Kabab Corner,350,"North Indian,Fast Food",Dehradun,Jakhan,https://www.zomato.com/dehradun/k-k-kabab-corner-jakhan/info,36,Quick Bites,9am to 1130pm(Mon-Sun),Good,3.5,31,Dehradun
Edison's Experiments With Milk,300,Beverages,Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/edisons-experiments-with-milk-garhi-cantt/info,36,Beverage Shop,11am to 11pm(Mon-Sun),Good,3.7,16,Dehradun
Dana Pani Restaurant,800,"North Indian,Chinese",Dehradun,Majra,https://www.zomato.com/dehradun/dana-pani-restaurant-majra/info,36,Casual Dining,1030am to 11pm(Mon-Sun),Average,2.7,53,Dehradun
Khana Khazana,650,"North Indian,Chinese",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/khana-khazana-subhash-nagar/info,36,none,11am to 11pm(Mon-Sun),Good,3.6,42,Dehradun
Stranger Cafe,300,Cafe,Dehradun,Ashok Spa & Resorts-- Morowala,https://www.zomato.com/dehradun/stranger-cafe-1-morowala/info,36,Café,24,Good,3.5,21,Dehradun
Asia Seven,1100,"Chinese,Japanese,Thai,Seafood,Momos,Sushi",Dehradun,Jakhan,https://www.zomato.com/dehradun/asia-seven-jakhan/info,36,Fine Dining,12noon to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Epicurean,1800,"Mughlai,Asian,British",Dehradun,Ashok Spa & Resorts-- Morowala,https://www.zomato.com/dehradun/epicurean-morowala/info,36,Fine Dining,1230pm to 11pm(Mon-Sun),Good,3.6,18,Dehradun
The Cob House Restaurant,600,"North Indian,Italian,Chinese,Continental",Dehradun,Karanpur,https://www.zomato.com/dehradun/the-cob-house-restaurant-1-karanpur/info,37,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,25,Dehradun
Taka Tak,400,"North Indian,Chinese,South Indian",Dehradun,Ballupur,https://www.zomato.com/dehradun/taka-tak-ballupur/info,37,Quick Bites,"9am to 12noon,1230pm to 11pm(Mon-Sun)",Average,3.4,9,Dehradun
Naveen Vegetarian,500,North Indian,Dehradun,Ballupur,https://www.zomato.com/dehradun/naveen-vegetarian-ballupur/info,37,Casual Dining,10am to 11pm(Mon-Sun),Good,3.6,52,Dehradun
Doon Paapipet,350,"North Indian,Chinese",Dehradun,Malsi,https://www.zomato.com/dehradun/doon-paapipet-malsi/info,37,none,24,Good,3.5,68,Dehradun
Rajdhani Restaurant,600,"North Indian,Chinese",Dehradun,Balliwala,https://www.zomato.com/dehradun/rajdhani-restaurant-balliwala/info,37,Quick Bites,10am to 11pm(Mon-Sun),Good,3.6,42,Dehradun
Shagun Restaurant,300,"Chinese,Fast Food",Dehradun,Dharampur,https://www.zomato.com/dehradun/shagun-restaurant-dharampur/info,37,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.6,51,Dehradun
Sagar Restaurant - Hotel Ashrey,600,"North Indian,Chinese,Fast Food",Dehradun,Race Course,https://www.zomato.com/dehradun/sagar-restaurant-hotel-ashrey-race-course/info,37,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,32,Dehradun
The Pavilion,1100,"North Indian,Continental,Chinese",Dehradun,Hotel President-- Karanpur,https://www.zomato.com/dehradun/the-pavilion-karanpur/info,37,Casual Dining,7am to 11pm(Mon-Sun),Good,3.8,36,Dehradun
Drona Foodies,250,"North Indian,Chinese",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/drona-foodies-1-subhash-nagar/info,37,none,2pm to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Terrazzo,400,"North Indian,Chinese,Continental,Burger,Indian,Pizza",Dehradun,Ballupur,https://www.zomato.com/dehradun/terrazzo-ballupur/info,37,Fine Dining,11am to 11pm(Mon-Sun),Average,3.4,12,Dehradun
Kebabs & Biryani,500,North Indian,Dehradun,Vikas Cinemall-- Indira Nagar,https://www.zomato.com/dehradun/kebabs-biryani-balliwala/info,37,Quick Bites,2pm to 1045pm(Mon-Sun),Average,3.3,40,Dehradun
G7 Fine Dine and Pub,1200,"Chinese,Continental,North Indian,Mughlai",Dehradun,Kaonli,https://www.zomato.com/dehradun/g7-fine-dine-and-pub-kaonli/info,37,Fine Dining,12noon to 11pm(Mon-Sun),Average,3.4,46,Dehradun
The Park-Sports Bistro,800,"Chinese,North Indian,Continental,Italian",Dehradun,Balliwala,https://www.zomato.com/dehradun/the-park-sports-bistro-balliwala/info,37,Casual Dining,1130am to 1130pm(Mon-Sun),Good,3.5,26,Dehradun
Chicken Point,500,North Indian,Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/chicken-point-hathibarkala-salwala/info,37,none,"615pm to 1055pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.2,49,Dehradun
Punjabi Dhaba,300,"North Indian,Chinese",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/punjabi-dhaba-paltan-bazaar/info,37,Quick Bites,7am to 12midnight(Mon-Sun),Good,3.6,27,Dehradun
Rollacosta,350,Fast Food,Dehradun,Pacific Mall-- Jakhan,https://www.zomato.com/dehradun/rollacosta-hathibarkala-salwala/info,38,Food Court,11am to 11pm(Mon-Sun),Good,3.8,24,Dehradun
The Foodie's Soul,600,North Indian,Dehradun,Chironwali,https://www.zomato.com/dehradun/the-foodies-soul-chironwali/info,38,Quick Bites,"12midnight to 4am,5pm to 12midnight(Mon-Sun)",Average,3.4,30,Dehradun
Biryani Pind Di,200,"North Indian,Biryani",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/biryani-pind-di-chukkuwala/info,38,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.1,14,Dehradun
NEGI's Restro,200,North Indian,Dehradun,Prem Nagar,https://www.zomato.com/dehradun/negis-restro-prem-nagar/info,38,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Wat A Roll,250,,Dehradun,Malsi,https://www.zomato.com/dehradun/wat-a-roll-malsi/info,38,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,20,Dehradun
The Barons Restaurant,700,"North Indian,Chinese",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/the-barons-restaurant-garhi-cantt/info,38,Quick Bites,10am to 11pm(Mon-Sun),Good,3.7,42,Dehradun
Chawlas 2 Since 1960,800,"Mughlai,North Indian",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/chawlas-2-since-1960-hathibarkala-salwala/info,38,Casual Dining,11am to 11pm(Mon-Sun),Average,2.6,40,Dehradun
Al-Baik's Broasted,250,Fast Food,Dehradun,Krishna Nagar,https://www.zomato.com/dehradun/al-baiks-broasted-krishna-nagar/info,38,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,28,Dehradun
Hotel Sunder Palace,750,"North Indian,Chinese",Dehradun,Majra,https://www.zomato.com/dehradun/hotel-sunder-palace-majra/info,38,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,19,Dehradun
Mulberry Woods Cafe Restro,300,"Chinese,North Indian,Lebanese",Dehradun,Kaonli,https://www.zomato.com/dehradun/mulberry-woods-cafe-restro-kaonli/info,38,Casual Dining,"11am to 11pm(Mon-Sat),9am to 1125pm(Sun)",Good,3.5,36,Dehradun
Street Bite,200,Street Food,Dehradun,Dharampur,https://www.zomato.com/dehradun/street-bite-1-dharampur/info,38,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.0,7,Dehradun
Chuski Chai,200,Tea,Dehradun,Balliwala,https://www.zomato.com/dehradun/chuski-chai-balliwala/info,38,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,17,Dehradun
Hong Kong Restaurant,600,"Asian,Thai,Chinese",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/hong-kong-restaurant-hathibarkala-salwala/info,38,Casual Dining,11am to 1130pm(Mon-Sun),Good,3.6,31,Dehradun
Paapipet,500,"North Indian,Chinese",Dehradun,Jakhan,https://www.zomato.com/dehradun/paapipet-jakhan/info,38,Quick Bites,24,Average,3.4,20,Dehradun
Crust - Ramada Dehradun,1500,Cafe,Dehradun,Ramada Dehradun,https://www.zomato.com/dehradun/crust-ramada-dehradun-ballupur/info,38,Café,24,Good,3.9,37,Dehradun
The Clay Pot,500,"Chinese,Indian,Mughlai,Afghan",Dehradun,Balliwala,https://www.zomato.com/dehradun/the-clay-pot-1-balliwala/info,39,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,31,Dehradun
Siddharth Restaurant,600,"North Indian,South Indian",Dehradun,Race Course,https://www.zomato.com/dehradun/siddharth-restaurant-1-race-course/info,39,none,8am to 11pm(Mon-Sun),Good,3.6,34,Dehradun
Tandoori,400,"North Indian,Middle Eastern,Mughlai,Mediterranean,Mexican",Dehradun,Jakhan,https://www.zomato.com/dehradun/tandoori-jakhan/info,39,Quick Bites,1130am to 11pm(Mon-Sun),Good,3.7,32,Dehradun
MOB- The Revolution Lounge,1000,"Continental,North Indian,Italian",Dehradun,Rajpur,https://www.zomato.com/dehradun/mob-the-revolution-lounge-rajpur/info,39,Lounge,12noon to 12midnight(Mon-Sun),Good,3.5,45,Dehradun
Curry Club Restaurant - Hotel Crown Royale,1000,"North Indian,Mughlai,Chinese",Dehradun,Kaonli,https://www.zomato.com/dehradun/curry-club-restaurant-hotel-crown-royale-kaonli/info,39,Casual Dining,11am to 11pm(Mon-Sun),Average,3.4,16,Dehradun
Mughal Zaika,450,North Indian,Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/mughal-zaika-paltan-bazaar/info,39,Casual Dining,8am to 11pm(Mon-Sun),Good,3.5,26,Dehradun
Grill Inn,200,"Fast Food,Pizza,Wraps,Roast Chicken",Dehradun,Morowala,https://www.zomato.com/dehradun/grill-inn-morowala/info,39,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,24,Dehradun
Thali @ Home,200,North Indian,Dehradun,Chukkuwala,https://www.zomato.com/dehradun/thali-@-home-chukkuwala/info,39,Quick Bites,1pm to 11pm(Mon-Sun),Average,3.3,11,Dehradun
Scoops Ice Cream Cafe,300,"Ice Cream,Beverages,Fast Food",Dehradun,Ballupur,https://www.zomato.com/dehradun/scoops-ice-cream-cafe-ballupur/info,39,Quick Bites,1030am to 1130pm(Mon-Sun),Average,3.4,20,Dehradun
Ghai Kulfi,100,"Desserts,Ice Cream",Dehradun,Race Course,https://www.zomato.com/dehradun/ghai-kulfi-race-course/info,39,Dessert Parlor,9am to 11pm(Mon-Sun),Average,3.4,21,Dehradun
Dana Pani Family Restaurant,800,"North Indian,Chinese",Dehradun,Majra,https://www.zomato.com/dehradun/dana-pani-family-restaurant-majra/info,39,Casual Dining,1030am to 11pm(Mon-Sun),Good,3.5,16,Dehradun
Savor Hut,350,"Chinese,North Indian",Dehradun,Kaonli,https://www.zomato.com/dehradun/savor-hut-1-kaonli/info,39,Quick Bites,10am to 11pm(Mon-Sun),Good,3.8,39,Dehradun
The kame,200,North Indian,Dehradun,Prem Nagar,https://www.zomato.com/dehradun/the-kame-1-prem-nagar/info,39,Quick Bites,2pm to 2am(Mon-Sun),,NEW,NEW,Dehradun
Prakash and Brothers Dhaba,150,North Indian,Dehradun,Majra,https://www.zomato.com/dehradun/prakash-and-brothers-dhaba-1-majra/info,39,Quick Bites,"10am to 4pm,630pm to 11pm(Mon-Sun)",Average,3.3,13,Dehradun
Punjabi Zayka Chicken Point & Restaurant,400,"North Indian,Chinese",Dehradun,Race Course,https://www.zomato.com/dehradun/punjabi-zayka-chicken-point-restaurant-race-course/info,39,Quick Bites,"11am to 1130pm(Mon,Wed,Thu,Sun),Closed...",Average,3.3,15,Dehradun
Best Buddy's Cafe,500,"Cafe,Fast Food",Dehradun,Malsi,https://www.zomato.com/dehradun/best-buddys-cafe-malsi/info,4,Café,11am to 11pm(Mon-Sun),Very Good,4.3,120,Dehradun
Vatika Restaurant - Hotel Madhuban,1200,"North Indian,Chinese,Continental",Dehradun,Hotel Madhuban-- Hathibarkala Salwala,https://www.zomato.com/dehradun/vatika-restaurant-hotel-madhuban-hathibarkala-salwala/info,4,Fine Dining,7am to 1130pm(Mon-Sun),Excellent,4.7,99,Dehradun
Five Star Janta,200,"Fast Food,Mithai,Bakery",Dehradun,Ballupur,https://www.zomato.com/dehradun/five-star-janta-ballupur/info,4,Quick Bites,9am to 11pm(Mon-Sun),Very Good,4.0,120,Dehradun
Gulab Sweets & Restaurants,200,"Mithai,Fast Food,North Indian",Dehradun,Jakhan,https://www.zomato.com/dehradun/gulab-sweets-restaurants-jakhan/info,4,Sweet Shop,8am to 11pm(Mon-Sun),Good,3.7,89,Dehradun
Paradise,900,"Chinese,North Indian,Continental",Dehradun,Karanpur,https://www.zomato.com/dehradun/paradise-karanpur/info,4,Casual Dining,11am to 11pm(Mon-Sun),Very Good,4.4,81,Dehradun
Rajdhani Express,300,"North Indian,Chinese",Dehradun,Dharampur,https://www.zomato.com/dehradun/rajdhani-express-1-dharampur/info,4,none,9am to 12midnight(Mon-Sun),Average,2.9,58,Dehradun
Nathu's Sweets,500,"Mithai,North Indian,South Indian,Fast Food",Dehradun,Ballupur,https://www.zomato.com/dehradun/nathus-sweets-ballupur/info,4,Quick Bites,9am to 11pm(Mon-Sun),Good,3.8,162,Dehradun
